student_id,gender,classification,classification_sub,nationality,sg_pr_status,course_years_remaining,faculty,offered,application_term,course
7086,Male,Undergraduate,RC Senior UG,Malaysian,PR,7,College of Design and Eng,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering
7106,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
7109,Male,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
7121,Female,Undergraduate,Senior UG,Singapore,Non PR,6,NUS Business School,No,2022-23 Semester 1 & 2,Bachelor of Business Admin
7149,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,No,2022-23 Semester 1 & 2,Bachelor of Business Admin
7219,Female,Undergraduate,Senior UG,Malaysian,PR,5,NUS Business School,No,2022-23 Semester 1 & 2,Bachelor of Science (BIZ)
7239,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Science
7326,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Social Sciences
7383,Female,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
7393,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Science
7398,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,College of Design and Eng,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering
7411,Female,Undergraduate,Senior UG,Singapore,Non PR,6,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
7414,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
7446,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
7469,Female,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Arts
7473,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Social Sciences
7483,Female,Undergraduate,USP Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
7488,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Arts
7548,Male,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,No,2022-23 Semester 1 & 2,Bachelor of Business Admin
7560,Male,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering
7583,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
7612,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Science
7622,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
7661,Male,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering
7666,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Science (SOC)
7684,Male,Undergraduate,Senior UG,Singapore,Non PR,6,NUS Business School,No,2022-23 Semester 1 & 2,Bachelor of Business Admin
7689,Male,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,No,2022-23 Semester 1 & 2,Bachelor of Business Admin
7709,Male,Undergraduate,USP Senior UG,Malaysian,Non PR,6,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
7729,Female,Undergraduate,Senior UG,Singapore,Non PR,6,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Arts
7752,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Arts
7757,Female,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Science
7824,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
7826,Female,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Arts
7834,Female,Undergraduate,Senior UG,Malaysian,Non PR,5,YST Conservatory of Music,Yes,2022-23 Semester 1 & 2,Bachelor of Music
7865,Female,Undergraduate,Senior UG,Singapore,Non PR,6,Yong Loo Lin Sch of Medicine,No,2022-23 Semester 1 & 2,"Bach. of Med.,Bach. of Surg."
7884,Male,Undergraduate,Senior UG,Singapore,Non PR,6,Yong Loo Lin Sch of Medicine,No,2022-23 Semester 1 & 2,"Bach. of Med.,Bach. of Surg."
7923,Female,Undergraduate,Senior UG,Singapore,Non PR,6,College of Design and Eng,No,2022-23 Semester 1 & 2,Bachelor of Engineering
7938,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
7983,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Arts
8022,Female,Undergraduate,Senior UG,Singapore,Non PR,6,Yong Loo Lin Sch of Medicine,No,2022-23 Semester 1 & 2,"Bach. of Med.,Bach. of Surg."
8111,Male,Undergraduate,Senior UG,Singapore,Non PR,6,Yong Loo Lin Sch of Medicine,Yes,2022-23 Semester 1 & 2,"Bach. of Med.,Bach. of Surg."
8112,Male,Undergraduate,USP Senior UG,Singapore,Non PR,NA,NA,Yes,2022-23 Semester 1 & 2,NA
8204,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Social Sciences
8224,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,Multi Disciplinary Programme,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering (CEG)
8224,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,Multi Disciplinary Programme,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering (CEG)
8225,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
8225,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Computing
8226,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,College of Design and Eng,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering
8226,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,College of Design and Eng,Yes,2024-25 Semester 1 & 2,Bachelor of Engineering
8227,Female,Undergraduate,RC Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Science
8228,Male,Undergraduate,Senior UG,Malaysian,Non PR,5,School of Computing,No,2023-24 Semester 1 & 2,Bachelor of Computing
8228,Male,Undergraduate,Senior UG,Malaysian,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
8229,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
8229,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
8230,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2023-24 Semester 1 & 2,Bachelor of Computing
8230,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Computing
8231,Male,Undergraduate,Senior UG,China,PR,5,Multi Disciplinary Programme,No,2022-23 Semester 1 & 2,Bachelor of Engineering (CEG)
8231,Male,Undergraduate,Senior UG,China,PR,5,Multi Disciplinary Programme,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering (CEG)
8242,Male,Undergraduate,Senior UG,Singapore,Non PR,6,Yong Loo Lin Sch of Medicine,Yes,2022-23 Semester 1 & 2,"Bach. of Med.,Bach. of Surg."
8259,Male,Undergraduate,Senior UG,Singapore,Non PR,8,YST Conservatory of Music,No,2024-25 Semester 1 & 2,Bachelor of Music
8259,Male,Undergraduate,Senior UG,Singapore,Non PR,8,YST Conservatory of Music,Yes,2022-23 Semester 1 & 2,Bachelor of Music
8259,Male,Undergraduate,Senior UG,Singapore,Non PR,8,YST Conservatory of Music,Yes,2023-24 Semester 1 & 2,Bachelor of Music
8260,Male,Undergraduate,Freshman,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
8261,Female,Undergraduate,RC Senior UG,Philippines,PR,5,College of Design and Eng,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering
8261,Female,Undergraduate,RC Senior UG,Philippines,PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering
8262,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Science (SOC)
8262,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Science (SOC)
8263,Male,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Law,Yes,2023-24 Semester 1 & 2,Bachelor of Laws
8263,Male,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Law,Yes,2024-25 Semester 1 & 2,Bachelor of Laws
8263,Male,Undergraduate,NA,Singapore,Non PR,5,Faculty of Law,Yes,2022-23 Semester 1 & 2,Bachelor of Laws
8271,Female,Undergraduate,Senior UG,"Korea, Republic of",Non PR,6,NUS Business School,No,2022-23 Semester 1 & 2,Bachelor of Business Admin
8300,Female,Undergraduate,Senior UG,China,Non PR,5,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Science
8308,Male,Undergraduate,Senior UG,China,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
8313,Male,Undergraduate,Senior UG,China,Non PR,NA,NA,No,2022-23 Semester 1 & 2,NA
8314,Male,Undergraduate,Senior UG,China,Non PR,5,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Science
8323,Male,Undergraduate,Senior UG,China,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Science
8341,Female,Undergraduate,Senior UG,China,Non PR,5,College of Design and Eng,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering
8342,Female,Undergraduate,Senior UG,China,Non PR,5,Faculty of Science,No,2023-24 Semester 1 & 2,Bachelor of Science
8343,Male,Undergraduate,Senior UG,China,Non PR,5,College of Design and Eng,No,2022-23 Semester 1 & 2,Bachelor of Engineering
8345,Male,Undergraduate,Senior UG,China,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
8345,Male,Undergraduate,Senior UG,China,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
8347,Male,Undergraduate,Senior UG,China,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
8350,Male,Undergraduate,Senior UG,China,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
8353,Male,Undergraduate,Senior UG,China,Non PR,7,College of Design and Eng,No,2022-23 Semester 1 & 2,Bachelor of Engineering
8355,Male,Undergraduate,Senior UG,China,Non PR,5,College of Design and Eng,No,2022-23 Semester 1 & 2,Bachelor of Engineering
8358,Female,Undergraduate,Senior UG,China,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
8360,Female,Undergraduate,Senior UG,China,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
8368,Female,Undergraduate,Senior UG,China,Non PR,5,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Science
8372,Male,Undergraduate,Senior UG,China,Non PR,5,College of Design and Eng,No,2022-23 Semester 1 & 2,Bachelor of Engineering
8373,Male,Undergraduate,Senior UG,China,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
8378,Female,Undergraduate,Senior UG,China,Non PR,5,Faculty of Science,No,2022-23 Semester 1 & 2,Bachelor of Science
8380,Female,Undergraduate,Senior UG,China,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Science (SOC)
8386,Female,Undergraduate,Senior UG,China,Non PR,6,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
8387,Male,Undergraduate,Senior UG,China,Non PR,6,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
8400,Male,Undergraduate,Senior UG,China,Non PR,6,NUS Business School,No,2022-23 Semester 1 & 2,Bachelor of Science (BIZ)
8452,Male,Undergraduate,RC Senior UG,Singapore,Non PR,7,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
8543,Male,Undergraduate,Senior UG,Singapore,Non PR,4,School of Computing,No,2023-24 Semester 1 & 2,Bachelor of Computing
8543,Male,Undergraduate,Senior UG,Singapore,Non PR,4,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
8544,Male,Undergraduate,Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2023-24 Semester 1 & 2,Bachelor of Business Admin
8544,Male,Undergraduate,Freshman,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
8546,Male,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,No,2022-23 Semester 1 & 2,Bachelor of Engineering
8547,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2023-24 Semester 1 & 2,Bachelor of Science
8547,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Science,Yes,2024-25 Semester 1 & 2,Bachelor of Science
8547,Male,Undergraduate,Freshman,Singapore,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Science
8551,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Multi Disciplinary Programme,No,2022-23 Semester 1 & 2,Bachelor of Engineering (CEG)
8552,Female,Undergraduate,Senior UG,Malaysian,PR,5,College of Design and Eng,No,2023-24 Semester 1 & 2,Bachelor of Engineering
8553,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
8554,Male,Undergraduate,Senior UG,Malaysian,Non PR,5,Faculty of Science,No,2023-24 Semester 1 & 2,Bachelor of Pharmacy
8554,Male,Undergraduate,Senior UG,Malaysian,Non PR,5,Faculty of Science,Yes,2022-23 Semester 1 & 2,Bachelor of Pharmacy
8555,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
8555,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2024-25 Semester 1 & 2,Bachelor of Computing
8555,Male,Undergraduate,Freshman,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
8557,Female,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
8561,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
8564,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
8565,Male,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,No,2022-23 Semester 1 & 2,Bachelor of Arts
8566,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2023-24 Semester 1 & 2,Bachelor of Computing
8566,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2024-25 Semester 1 & 2,Bachelor of Computing
8566,Male,Undergraduate,Freshman,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
8567,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,College of Design and Eng,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering
8569,Male,Undergraduate,USP Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
8571,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
8574,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,Multi Disciplinary Programme,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering (CEG)
8576,Male,Undergraduate,USP Senior UG,Indonesian,Non PR,5,Faculty of Arts & Social Sci,Yes,2023-24 Semester 1 & 2,Bachelor of Arts
8578,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
8580,Male,Undergraduate,Senior UG,Malaysian,Non PR,5,College of Design and Eng,No,2023-24 Semester 1 & 2,Bachelor of Engineering
8582,Male,Undergraduate,Senior UG,Vietnamese,Non PR,5,School of Computing,No,2023-24 Semester 1 & 2,Bachelor of Computing
8582,Male,Undergraduate,RC Senior UG,Vietnamese,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
8583,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
8584,Male,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering
8584,Male,Undergraduate,Senior UG,Singapore,Non PR,5,College of Design and Eng,Yes,2024-25 Semester 1 & 2,Bachelor of Engineering
8584,Male,Undergraduate,Freshman,Singapore,Non PR,5,College of Design and Eng,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering
8585,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Law,No,2022-23 Semester 1 & 2,Bachelor of Laws
8586,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2023-24 Semester 1 & 2,Bachelor of Computing
8586,Male,Undergraduate,Freshman,Singapore,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
8587,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
8589,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,NUS Business School,No,2023-24 Semester 1 & 2,Bachelor of Business Admin
8589,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
8590,Male,Undergraduate,Senior UG,Indonesian,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
8592,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,Multi Disciplinary Programme,Yes,2022-23 Semester 1 & 2,Bachelor of Engineering (CEG)
8592,Male,Undergraduate,RC Senior UG,Singapore,Non PR,5,Multi Disciplinary Programme,Yes,2023-24 Semester 1 & 2,Bachelor of Engineering (CEG)
8593,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Law,Yes,2022-23 Semester 1 & 2,Bachelor of Laws
8593,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Law,Yes,2023-24 Semester 1 & 2,Bachelor of Laws
8593,Female,Undergraduate,Senior UG,Singapore,Non PR,5,Faculty of Law,Yes,2024-25 Semester 1 & 2,Bachelor of Laws
8595,Male,Undergraduate,Senior UG,Singapore,Non PR,NA,NA,No,2022-23 Semester 1 & 2,NA
8596,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Science (SOC)
8596,Male,Undergraduate,Freshman,Singapore,Non PR,5,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Science (SOC)
8598,Male,Undergraduate,Freshman,Singapore,Non PR,5,NUS Business School,Yes,2022-23 Semester 1 & 2,Bachelor of Business Admin
8600,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,No,2024-25 Semester 1 & 2,Bachelor of Science (SOC)
8600,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Science (SOC)
8602,Male,Undergraduate,Senior UG,Indonesian,Non PR,6,School of Computing,No,2022-23 Semester 1 & 2,Bachelor of Computing
8603,Male,Undergraduate,Senior UG,Singapore,Non PR,5,School of Computing,Yes,2023-24 Semester 1 & 2,Bachelor of Computing
8603,Male,Undergraduate,Freshman,Singapore,Non PR,5,School of Computing,Yes,2022-23 Semester 1 & 2,Bachelor of Computing
8604,Female,Undergraduate,USP Senior UG,Singapore,Non PR,5,Faculty of Arts & Social Sci,Yes,2022-23 Semester 1 & 2,Bachelor of Social Sciences
